nome_mun,ibge,faixa_de_porte_populacional_segundo_o_ibge_2022,indice_de_vulnerabilidade_social,ano,desp_final,estimado,tx_mort,tx_inter,inv_tx_mort,inv_tx_inter,tx_sobrev_mort,tx_sobrev_inter,ef_bcc,ef_ccr,ef_scale,v_desp_por_hab,v_tx_mort,v_tx_inter,uf,peer1,mun_ref,peer2,peer3,categorizacao_mort,categorizacao_inter,categorizacao_desp,ef_bcc_corrigido
Itajuípe,291550,1-Até 20mil hab.,2,2023,76270.40807850697,não,578.3661293128517,1509.7187188725006,0.00172900858006343,6.623750421183275e-4,171.9008580063437,65.23750421183274,0.447,0.256,0.573,23683.481169408544,319.1,1278,BA,160021,AP-Cutias (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.4920052333333339
Itajá,521080,1-Até 20mil hab.,4,2023,43664.135780537334,não,394.488251835479,980.6563024466766,0.00253492973579616,0.00101972525695808,252.49297357961603,100.97252569580822,0.656,0.656,1,0,135.3,525.2,GO,312600,MG-Florestal (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.6398087333333349
Itajá,240485,1-Até 20mil hab.,3,2023,46467.28665965411,não,448.8529189657631,362.6497191796812,0.00222790129627357,0.00275748179886093,221.79012962735715,274.74817988609345,0.668,0.665,0.996,0,148.7,120.2,RN,210215,"MA-Brejo de Areia (69%), AP-Cutias (22%), MG-Florestal (9%)",160021,312600,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6724230666666672
Italva,330205,1-Até 20mil hab.,4,2023,178754.75915975272,não,353.2710002291462,231.75208618438188,0.00283068805350951,0.0043149557635671,282.06880535095115,430.4955763567109,1,0.244,0.244,126167.83225062882,94,0,RJ,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,5% maiores,0.9145041999999999
Itamaraju,291560,3-Acima de 50mil até 100mil hab.,2,2023,43664.135780537334,não,582.6851954338009,787.08902672678,0.00171619256476134,0.00127050430897079,170.61925647613444,126.05043089707908,0.47,0.469,0.998,0,308,415.6,BA,312600,"MG-Florestal (68.8%), RN-Paraú (31.2%)",240870,NA,5% maiores,Entre 5% menores e 5% maiores,5% menores,0.49576863333333315
Itamarandiba,313250,2-Acima de 20mil até 50mil hab.,2,2023,59169.2719924812,não,335.06597706207367,1239.5187910452307,0.00298448684276512,8.067646954805298e-4,297.4486842765125,79.67646954805298,0.773,0.57,0.737,6582.345083382904,75.8,1007.8,MG,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7399920666666681
Itamarati,130195,1-Até 20mil hab.,1,2023,135497.76181427916,sim,586.3578255411599,1929.06486999818,0.00170544325741211,5.183858850744316e-4,169.54432574121145,50.83858850744316,0.441,0.142,0.322,82910.83490523431,327.1,1697.3,AM,160021,AP-Cutias (100%),NA,NA,5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.5708073666666661
Itamarati de Minas,313260,1-Até 20mil hab.,4,2023,128595.42999862152,não,555.0978267645776,967.0917657373524,0.00180148426418558,0.00103402803687151,179.14842641855807,102.40280368715136,0.466,0.158,0.339,76008.50308952972,295.9,735.3,MG,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5226708000000007
Itamari,291570,1-Até 20mil hab.,2,2023,68644.05416006409,não,542.3217647541802,705.3579579630307,0.0018439237828732,0.00141771988067994,183.39237828732044,140.77198806799484,0.477,0.324,0.679,16057.127250965828,283.1,473.6,BA,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5446664333333335
Itambacuri,313270,2-Acima de 20mil até 50mil hab.,2,2023,65175.63616666667,não,449.6644915113179,1700.8981627823848,0.00222388029047837,5.879246752575518e-4,221.3880290478374,57.79246752575518,0.575,0.385,0.67,12588.709257561646,190.4,1469.1,MG,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5716539666666661
Itambaracá,411100,1-Até 20mil hab.,4,2023,138775.88791666666,não,500.9773035545168,1429.2664200800823,0.00199609841185385,6.996596197537262e-4,198.60984118538596,68.96596197537264,0.516,0.162,0.314,86188.96100757095,241.7,1197.5,PR,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5061427999999994
Itambé,291580,2-Acima de 20mil até 50mil hab.,2,2023,64218.92600082445,não,447.84706975882665,1646.806371062613,0.0022329050864138,6.072359310552966e-4,222.29050864138003,59.72359310552966,0.578,0.393,0.68,11631.99909172678,188.6,1415.1,BA,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6051108999999991
Itambé,260765,2-Acima de 20mil até 50mil hab.,1,2023,58333.36806932234,não,402.23178441429786,377.8404661492949,0.00248612874155663,0.0026466196439766,247.61287415566397,263.66196439766014,0.644,0.563,0.874,5746.441160224059,143,146.1,PE,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6877472666666671
Itambé,411110,1-Até 20mil hab.,4,2023,43664.135780537334,não,351.33020602486715,460.9304154168855,0.00284632514611971,0.00216952487089739,283.6325146119716,215.9524870897393,0.787,0.786,0.999,0,74.6,97.7,PR,312600,"MG-Florestal (64.9%), RN-Paraú (35.1%)",240870,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.76629953333333245
Itambé do Mato Dentro,313280,1-Até 20mil hab.,3,2023,88087.72747350676,sim,383.19788872510856,533.4848893648597,0.00260961771821598,0.00187446733719215,259.96177182159835,186.44673371921553,0.676,0.352,0.521,35500.80056442461,124,301.7,MG,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7358485333333327
Itamogi,313290,1-Até 20mil hab.,4,2023,56203.61564814815,não,420.1340301600101,848.855928973586,0.00238019281518125,0.00117805621174039,237.0192815181253,116.80562117403991,0.616,0.479,0.778,3616.68873904448,160.9,617.1,MG,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6143562000000004
Itamonte,313300,1-Até 20mil hab.,4,2023,43664.135780537334,não,360.90134739553105,1280.8517654985633,0.00277084030640663,7.807304693145007e-4,276.08403064066334,77.07304693145007,0.718,0.718,1,0,101.7,825.4,MG,312600,MG-Florestal (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.7345549000000006
Itanagra,291590,1-Até 20mil hab.,1,2023,85683.53838775611,não,533.361008144533,231.75208618438188,0.00187490271079023,0.0043149557635671,186.49027107902396,430.4955763567109,1,0.51,0.51,33096.61147863636,274.1,0,BA,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.8121255999999996
Itanhandu,313310,1-Até 20mil hab.,5,2023,93397.91855855857,não,452.8113732164543,1150.777997559586,0.00220842509519295,8.689773371759491e-4,219.84250951929536,85.8977337175949,0.571,0.267,0.468,40810.99164949798,193.6,919,MG,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6032021000000005
Itanhangá,510454,1-Até 20mil hab.,4,2023,85921.15104477612,não,301.69236098995043,240.66821509387864,0.00331463480453623,0.00415509792022151,330.4634804536236,414.50979202215177,0.963,0.539,0.56,33334.22413659244,42.5,8.9,MT,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.9456959000000005
Itanhaém,352210,4-Acima de 100mil hab.,4,2023,64459.57664420173,não,504.455603607175,423.06896188114456,0.00198233500202866,0.00236368084189767,197.23350020286637,235.3680841897677,0.547,0.421,0.77,11872.649735052228,245.2,191.3,SP,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5562475999999996
Itanhomi,313320,1-Até 20mil hab.,3,2023,53774.30018518519,não,397.36711540217726,1099.3214137582686,0.00251656456017477,9.096520703451808e-4,250.6564560174777,89.96520703451806,0.651,0.529,0.813,1187.3732760925448,138.1,867.6,MG,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6051275666666673
Itanhém,291600,1-Até 20mil hab.,3,2023,61425.57111490136,não,399.4795594266027,1100.3398873001322,0.00250325699125973,9.088100972633712e-4,249.32569912597305,89.88100972633713,0.648,0.461,0.711,8838.644205803083,140.3,868.6,BA,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6786028000000004
Itaobim,313330,1-Até 20mil hab.,3,2023,55269.17876984127,não,554.3504602400062,757.7123377369174,0.00180391299678374,0.00131976206562338,179.39129967837488,130.97620656233877,0.466,0.389,0.835,2682.251860742988,295.1,526,MG,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.49510690000000057
Itaocara,330210,2-Acima de 20mil até 50mil hab.,4,2023,71450.94834951455,não,409.9604081386603,751.2484620939955,0.00243925993863722,0.00133111753362215,242.92599386372245,132.111753362216,0.631,0.386,0.612,18864.021440410477,150.7,519.5,RJ,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6174881333333324
Itapaci,521090,2-Acima de 20mil até 50mil hab.,3,2023,48679.425337837834,não,400.4851682316451,1698.3394210461863,0.0024969713720374,5.888104507307465e-4,248.69713720374003,57.88104507307465,0.646,0.58,0.898,0,141.3,1403.1,GO,160021,"AP-Cutias (56.2%), MG-Florestal (43.8%)",312600,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6262765666666662
Itapagipe,313340,1-Até 20mil hab.,4,2023,90040.57340206187,não,328.0149787777366,231.75208618438188,0.00304864126548806,0.0043149557635671,303.8641265488066,430.4955763567109,1,0.495,0.495,37453.64649294213,68.8,0,MG,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.9437377333333333
Itapajé,230630,2-Acima de 20mil até 50mil hab.,2,2023,51670.83478431372,não,443.10621574570246,664.2642481272549,0.00225679524336417,0.00150542499136341,224.6795243364172,149.5424991363418,0.584,0.51,0.873,0,183.9,420.2,CE,160021,"AP-Cutias (89.7%), MG-Florestal (10.3%)",312600,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6218405666666672
Itaparica,291610,1-Até 20mil hab.,2,2023,43664.135780537334,não,515.469284988806,1017.4984458040516,0.00193997979922647,9.828024839976792e-4,192.9979799226478,97.28024839976791,0.502,0.502,1,0,256.2,562,BA,312600,MG-Florestal (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.5405756333333338
Itapebi,291630,1-Até 20mil hab.,2,2023,78181.03916666667,não,505.6293800839046,567.3386069750989,0.00197773317648998,0.00176261581303577,196.773317648998,175.26158130357788,0.511,0.317,0.62,25594.112257563364,246.4,335.6,BA,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5539243333333331
Itapecerica,313350,2-Acima de 20mil até 50mil hab.,4,2023,57262.39678078275,não,426.0277999455124,632.4229962961155,0.00234726466237155,0.00158122017361268,233.7264662371556,157.1220173612688,0.607,0.48,0.791,4675.469871713094,166.8,400.7,MG,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6246452333333334
Itapecerica da Serra,352220,4-Acima de 100mil hab.,3,2023,116406.96725995316,não,491.3460579487877,871.184337100245,0.00203522544614416,0.00114786269382266,202.5225446144169,113.78626938226652,0.526,0.197,0.375,63820.040350846975,232.1,639.4,SP,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5238156000000012
Itapecuru Mirim,210540,3-Acima de 50mil até 100mil hab.,1,2023,51223.00880854946,não,496.1529666226122,738.0086480525215,0.00201550744885624,0.00135499767196336,200.5507448856247,134.4997671963369,0.521,0.46,0.883,0,236.9,487.4,MA,160021,"AP-Cutias (84.7%), MG-Florestal (15.3%)",312600,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5617335666666661
Itapejara d'Oeste,411120,1-Até 20mil hab.,4,2023,151242.53273809527,não,359.7045038015316,411.34708803742535,0.00278005971410286,0.00243103702221666,277.0059714102868,242.1037022216668,0.72,0.23,0.319,98655.605828997,100.5,179.6,PR,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6893578333333348
Itapema,420830,3-Acima de 50mil até 100mil hab.,5,2023,135859.52966029724,não,317.5076965460411,568.3759688065358,0.00314952995117393,0.00175939880445645,313.9529951173931,174.9398804456458,0.816,0.262,0.321,83272.60275125048,58.3,336.6,SC,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7925440999999986
Itapemirim,320280,2-Acima de 20mil até 50mil hab.,4,2023,134877.61746031747,não,432.6700464786454,605.2696092239057,0.00231123001959266,0.00165215630317575,230.12300195926676,164.21563031757518,0.598,0.203,0.339,82290.69055121888,173.4,373.5,ES,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6115911666666672
Itaperuna,330220,4-Acima de 100mil hab.,4,2023,43664.135780537334,não,466.8716815789793,401.99961207021033,0.00214191616124147,0.00248756458955325,213.19161612414757,247.75645895532537,0.67,0.666,0.994,0,153.8,132.5,RJ,312600,"RN-Paraú (95.3%), MG-Florestal (4.7%)",240870,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.6387255333333334
Itaperuçu,411125,2-Acima de 20mil até 50mil hab.,3,2023,86993.4895045973,sim,428.86772239510066,1539.2075202010583,0.00233172129255914,6.4968497546671e-4,232.1721292559143,63.96849754667099,0.603,0.303,0.502,34406.5625955262,169.6,1307.5,PR,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6162143000000005
Itapetim,260770,1-Até 20mil hab.,2,2023,64627.4909006821,não,561.08382985251,231.75208618438188,0.00178226487165539,0.0043149557635671,177.22648716553928,430.4955763567109,1,0.676,0.676,12040.563991562352,301.9,0,PE,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.7926281333333325
Itapetinga,291640,3-Acima de 50mil até 100mil hab.,4,2023,75444.94683406113,não,484.7571891714906,637.2829735481133,0.0020628884363925,0.00156916164640714,205.28884363925008,155.91616464071475,0.534,0.329,0.616,22858.019924962853,225.5,405.5,BA,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5457396999999994
Itapetininga,352230,4-Acima de 100mil hab.,4,2023,148111.9895469799,não,438.51510621080934,702.810087515615,0.0022804231503926,0.00142285948617347,227.04231503926013,141.2859486173471,0.59,0.177,0.3,95525.06263789735,179.3,471.1,SP,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5929039000000002
Itapeva,313360,1-Até 20mil hab.,4,2023,86296.43197530865,não,277.85453902538995,294.39969184020697,0.00359900544906564,0.00339674268593588,358.90054490656405,338.674268593588,0.933,0.532,0.57,33709.50506621038,18.6,62.6,MG,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.9112343333333326
Itapeva,352240,3-Acima de 50mil até 100mil hab.,4,2023,43664.135780537334,não,476.1977037211762,1010.6714198025144,0.00209996812707337,9.894412569768725e-4,208.99681270733743,97.94412569768724,0.543,0.543,1,0,217,555.2,SP,312600,MG-Florestal (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.5550465666666673
Itapevi,352250,4-Acima de 100mil hab.,3,2023,58992.46477070741,sim,509.3522918053186,487.9641828063395,0.00196327770796055,0.00204933074031967,195.3277707960552,203.9330740319673,0.508,0.437,0.86,6405.537861625133,250.1,256.2,SP,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5302104666666674
Itapicuru,291650,2-Acima de 20mil até 50mil hab.,1,2023,44992.87164528702,não,405.5752729082981,477.6840787374708,0.00246563355016493,0.00209343380805787,245.56335501649363,208.34338080578723,0.68,0.679,0.999,0,129.5,152.5,BA,210215,"MG-Florestal (58.5%), MA-Brejo de Areia (30.8%), AP-Cutias (10.7%)",160021,312600,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7209493666666675
Itapipoca,230640,4-Acima de 100mil hab.,2,2023,59084.92907276995,não,394.4401595655744,714.6569568757383,0.00253523880809036,0.00139927274250808,252.52388080903643,138.92727425080898,0.656,0.485,0.739,6498.002163668833,135.2,482.9,CE,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6503125333333343
Itapira,352260,3-Acima de 50mil até 100mil hab.,5,2023,65138.92312,não,428.6275354209679,639.8638611740818,0.00233302790269381,0.00156283244089626,232.3027902693816,155.28324408962666,0.604,0.419,0.694,12551.996210901743,169.4,408.1,SP,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6154371333333333
Itapiranga,130200,1-Até 20mil hab.,1,2023,68285.4399074074,não,515.9542528849919,1227.9046387026294,0.00193815632763648,8.143954900737021e-4,192.8156327636481,80.4395490073702,0.501,0.32,0.639,15698.51299832556,256.7,996.2,AM,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6016448666666662
Itapiranga,420840,1-Até 20mil hab.,5,2023,92858.96227272728,não,419.30331301120424,567.9919010020054,0.00238490841586381,0.00176058848415951,237.4908415863814,175.05884841595113,0.617,0.307,0.498,40272.03536362901,160.1,336.2,SC,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6676903999999997
Itapirapuã,521100,1-Até 20mil hab.,3,2023,47121.20183333333,não,438.401556366448,825.5496538232044,0.00228101379996955,0.00121131417761354,227.1013799969558,120.1314177613543,0.59,0.547,0.927,0,179.2,494.1,GO,160021,"MG-Florestal (61.3%), AP-Cutias (38.7%)",312600,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6349133666666665
Itapirapuã Paulista,352265,1-Até 20mil hab.,2,2023,67495.36782850193,sim,480.5372580083816,1068.146913345177,0.00208100409143,9.362008048764028e-4,207.1004091430009,92.6200804876403,0.538,0.348,0.647,14908.440919403623,221.3,836.4,SP,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6623188333333349
Itapiratins,171090,1-Até 20mil hab.,2,2023,94966.18060901058,não,514.7596641139993,299.20550221733185,0.00194265415438327,0.00334218452732074,193.26541543832752,333.2184527320747,0.774,0.356,0.46,42379.25370098176,255.5,67.5,TO,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7573296666666661
Itapissuma,260775,2-Acima de 20mil até 50mil hab.,2,2023,43664.135780537334,não,514.1119074787836,843.4126346995102,0.00194510180653862,0.0011856592596058,193.5101806538624,117.5659259605802,0.51,0.51,1,0,251.3,411.6,PE,312600,"MG-Florestal (92.4%), RN-Paraú (7.6%)",240870,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.555946966666666
Itapitanga,291660,1-Até 20mil hab.,2,2023,82187.19496093564,não,349.7301359532108,231.75208618438188,0.00285934752884374,0.0043149557635671,284.9347528843744,430.4955763567109,1,0.531,0.531,29600.26805181591,90.5,0,BA,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.9615183333333331
Itapiúna,230650,1-Até 20mil hab.,2,2023,61766.098177324435,não,386.1997813981841,526.0342549178937,0.00258933341800359,0.00190101688369341,257.9333418003592,189.1016883693412,0.67,0.501,0.748,9179.171268226171,127,294.3,CE,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6973727333333336
Itaporanga,250700,2-Acima de 20mil até 50mil hab.,3,2023,55727.73043650794,não,389.2181556352403,566.9235792663901,0.0025692532209036,0.00176390617108221,255.92532209036003,175.390617108221,0.665,0.542,0.815,3140.80352740723,130,335.2,PB,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6460077999999999
Itaporanga,352280,1-Até 20mil hab.,3,2023,115898.29361504008,sim,454.24158778934424,1144.4240583770595,0.00220147169894041,8.738019728614659e-4,219.14716989404164,86.38019728614658,0.57,0.215,0.377,63311.36670598862,195,912.7,SP,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.558707166666666
Itaporanga d'Ajuda,280320,2-Acima de 20mil até 50mil hab.,1,2023,64513.44168273193,não,363.9492091315367,299.8018133103554,0.00274763613963118,0.00333553686336379,273.763613963119,332.5536863363792,0.772,0.588,0.762,11926.514773614485,104.7,68,SE,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7181620333333318
Itapororoca,250710,1-Até 20mil hab.,2,2023,83631.95466666667,não,389.8634180729956,415.6892043863372,0.00256500085322897,0.0024056434216911,255.50008532289792,239.56434216911015,0.664,0.39,0.587,31045.027757568387,130.6,183.9,PB,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6749224999999998
Itaporã,500450,2-Acima de 20mil até 50mil hab.,2,2023,43664.135780537334,sim,323.20589258349,628.8838514324201,0.00309400299606753,0.00159011874406105,308.4002996067535,158.01187440610568,0.802,0.802,1,0,64,173.4,MS,312600,MG-Florestal (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.7956598666666682
Itaporã do Tocantins,171110,1-Até 20mil hab.,2,2023,70046.02750000001,não,262.62854142062133,457.6958323669242,0.00380765926883178,0.00218485712406121,379.76592688317805,217.48571240612105,0.987,0.616,0.624,17459.1005909017,3.4,225.9,TO,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.9233483000000029
Itapoá,420845,2-Acima de 20mil até 50mil hab.,4,2023,163164.20158281873,não,363.10838196563674,422.7632211235245,0.00275399866724816,0.0023653902469151,274.39986672481615,235.53902469151083,0.713,0.21,0.295,110577.27467373353,103.9,191,SC,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7267306000000006
Itapuca,431057,1-Até 20mil hab.,3,2023,89010.37697104813,não,406.6751383437507,1172.8950995817156,0.00245896516829786,8.52591165532728e-4,244.8965168297869,84.2591165532728,0.636,0.312,0.491,36423.45006194863,147.4,941.1,RS,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6289681
Itapura,352300,1-Até 20mil hab.,4,2023,156340.71,não,495.4288723282904,657.3891585958835,0.00201845321468741,0.00152116898632143,200.84532146874176,151.11689863214335,0.522,0.155,0.297,103753.78309090566,236.2,425.6,SP,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5903576333333324
Itapuranga,521120,2-Acima de 20mil até 50mil hab.,4,2023,54780.82320248982,não,384.60788033041223,855.9644616034003,0.00260005072995621,0.00116827280203525,259.0050729956213,115.82728020352516,0.673,0.537,0.798,2193.8962933915395,125.4,624.2,GO,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6497617999999998
Itapuã do Oeste,110110,1-Até 20mil hab.,2,2023,116750.7179898094,sim,439.9618101888074,360.1681142359028,0.00227292455127151,0.0027764812055101,226.29245512715184,276.6481205510103,0.643,0.269,0.418,64163.79108191819,180.7,128.4,RO,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6923960333333318
Itapuí,352290,1-Até 20mil hab.,4,2023,83572.9055145718,sim,587.0272609891348,966.419029305209,0.00170349840025318,0.00103474783678352,169.34984002531849,102.4747836783526,0.44,0.233,0.53,30985.978605473505,327.8,734.7,SP,160021,AP-Cutias (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.46390933333333273
Itapé,291620,1-Até 20mil hab.,2,2023,54110.30775061631,não,580.5960192283314,483.9061815242554,0.00172236799234189,0.00206651627563446,171.23679923418993,205.65162756344657,0.478,0.437,0.914,1523.3808414966652,321.4,252.2,BA,160021,AP-Cutias (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5573809000000007
Itaquaquecetuba,352310,4-Acima de 100mil hab.,3,2023,59805.357689186174,sim,481.5412978900909,500.37358147940745,0.00207666508434806,0.00199850678975375,206.666508434806,198.8506789753756,0.537,0.445,0.829,7218.430780080112,222.3,268.6,SP,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5773046000000003
Itaquara,291670,1-Até 20mil hab.,1,2023,71206.95056313559,não,371.41343144731735,1929.06486999818,0.00269241743924881,5.183858850744316e-4,268.2417439248811,50.83858850744316,0.697,0.428,0.614,18620.02365403114,112.2,1697.3,BA,160021,AP-Cutias (100%),NA,NA,Entre 5% menores e 5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.7057903000000002
